Cancer Type,Source,Pool,Priority,NCT/TrialID,Title,Cancer in Title?,Study Type,Flagged Keyword(s),Phase,Status,Year,Sponsor,Enrollment,Randomized,Outcome text (for cognition check),INCLUDE? (Y/N),Measures cognition? (Y/N),Notes
Lung,ChiCTR,negative,Medium - one flag red,ChiCTR2600119852,"A prospective, multicenter, randomized, controlled, single-blind, superiority trial: evaluating the use of Tubeless VATS in lobectomy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",Relevent,Interventional study,,,Not Recruiting,04/0,Fujian Medical University Union Hospital,Experimental group:80;Control group:80;,No,Postoperative hospital stay; | Time of first feeding;Conversion to thoracotomy;Intraoperative blood loss;Anesthesia-related complications;The time of first ambulation;Operation time;Drainage tube removal time;Daily drainage volume;Postoperative Pain Score;Incidence of Postoperative complications;,Yes,No,
Lung,JPRN,negative,Medium - one flag red,JPRN-UMIN000014821,Ultrasound-guided thoracic paravertebral block using micro convex probe for thoracotomy: usefulness of a computed tomographic measurement of the estimated needle insertion length - Correlation with a computed tomographic measurement of estimated needle insertion length for ultrasound-guided paravertebral block                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Relevent,Interventional,,Not selected,Not Recruiting,12/0,Ehime prefectural central hospital,30,No,Correlation between estimated distance from skin to pleura and actual needle length from skin to needle tip | ,Yes,No,
Lung,EU Clinical Trials Register,negative,Medium - one flag red,EUCTR2011-003718-18-GB,Proof-of-concept study of AZD 4547 in patients with FGFR1 or FGFR2 amplified tumours - FGFR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Relevent,Interventional clinical trial of medicinal product,,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Not Recruiting,22/1,Royal Marsden Hospital NHS Foundation Trust,48,No,"Main Objective: • To correlate the anti-tumour activity of AZD4547 with molecular changes on treatment in the FGFR pathway in serial biopsies.;Secondary Objective: • To assess the efficacy of AZD4547 in previously treated FGFR1 or FGFR2 amplified breast, lung, or gastro-oesophageal carcinoma • To assess the safety and tolerability of AZD4547 • To assess the pharmacodynamic activity of AZD4547 on F",Yes,No,
Lung,REPEC,negative,Medium - one flag red,PER-074-14,"A PHASE III RANDOMIZED CLINICAL TRIAL OF PEMBROLIZUMAB (MK-3475) VERSUS PACLITAXEL, DOCETAXEL OR VINFLUNINE IN SUBJECTS WITH RECURRENT OR PROGRESSIVE METASTATIC UROTHELIAL CANCER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",Relevent,Interventional,,III,Not Recruiting,28/0,"MERCK SHARP & DOHME PERU S.R.L.,",3,No, | ,Yes,No,
Lung,JPRN,negative,Medium - one flag red,JPRN-jRCTs072230003,Clinical Research for Clinical Application of Cancer Multi-Gene Panel Testing with Ion Torrent Genexus Integrated Sequencer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Relevent,Interventional,,1-2,Not Recruiting,10/0,Naito Yoshiki,14,No,Sensitivity and specificity of the FoundationOne CDx genome profile and the Ion Torrent Genexus Integrated Sequencer for gene mutation detection | (1) Sensitivity and specificity of genetic mutation detection between Genexus-Oncomine Comprehensive Assay v3 and Genexus-Oncomine Precision Assay<br>(2) Time course of genetic mutation in blood after surgery<br>(3) Time course of nucleic acid concentra,Yes,No,
Lung,EU Clinical Trials Register,negative,Medium - one flag red,EUCTR2012-000599-40-GB,The efficacy of Indwelling Pleural Catheter placement versus IPC placement PLUS sclerosant (talc) in patients with malignant pleural effusions managed exclusively as out-patients - IPC-PLUS Trial                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Not Relevent,Interventional clinical trial of medicinal product,,"
                Human pharmacology (Phase I): no
                Therapeutic exploratory (Phase II): no
                Therapeutic confirmatory - (Phase III): yes
                Therapeutic use (Phase IV): no
",Not Recruiting,28/0,North Bristol NHS Trust,154,No,"Main Objective: The IPC-PLUS trial is a study to help determine the best way to manage patients who develop fluid around the lung as a result of cancer (malignant pleural effusion). The aim is to compare outcomes in two groups of patients. The first group will be treated with an indwelling pleural catheter (IPC, or tunnelled chest tube) to help drain away the fluid, and will then be given an inert",No,No,
Lung,ChiCTR,negative,Medium - one flag red,ChiCTR2200061612,Effect of low tidal volume ventilation on left ventricular function in patients undergoing laparoscopic radical gastrectomy for colorectal cancer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Not Relevent,Interventional study,,,Not Recruiting,29/0,Taizhou People's Hospital,Test group:35;control group:35;,No,Left ventricular myocardial performance index;Oxygenation index; | Mean Artery Pressure;lactic acid;PaCO2;creatine phosphate kinase;creatine phosphate kinase-MB;lactic dehydrogenase;,No,No,
Lung,ISRCTN,negative,Medium - one flag red,ISRCTN27242710,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Relevent,Interventional,,,Not Recruiting,14/0,Maidstone and Tunbridge Wells NHS Trust (UK),55,No,"Response rate, measured by RECIST criteria once all patients have completed protocol defined therapy. | 1. Progression free survival, measured using the Kaplin Meier method<br>2. Overall survival, measured using the Kaplin Meier method<br>3. Survival in patients who received less than or equal to 2, greater than 2 but no more than 4 versus more than four 4 cycles of chemotherapy, measured using th",Yes,No,
Lung,ISRCTN,negative,Medium - one flag red,ISRCTN44293246,Multi-centre randomised controlled trial of Vinehealth® digital health cancer solution for cancer patients commencing chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Relevent,Interventional,,Not Applicable,Not Recruiting,15/0,University of Surrey,180,No,"1. Health-related QoL measured using FACT-G (PWB) at baseline, (then 6, 12, 18) and 24 weeks | 1.1. Patient compliance with patient-reported outcome (PRO) data collection measured using FACT-G (PWB), EQ5D, QLQ-C30 at baseline, then 6, 12, 18 and 24 weeks<br>1.2. Patient self-management of symptoms measured using EQ-5D-5L and EORTC QLQ-C30 at baseline, then 6, 12, 18 and 24 weeks<br>2. Process of c",Yes,No,
Lung,NL-OMON,negative,Medium - one flag red,NL-OMON26634,Effects of the Goings-On app on cancer patient personal goal documentation and dialogue - a 3-month randomized controlled trial of intervention principles                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Relevent,Interventional,,,Recruiting,14/1,Your Years B.V.,60,No,"Primary endpoint is whether or not documentation of (changes in) patient personal goals is present in case of documented medical decision-making in the medical file. | The secondary endpoints are dialogue on patient personal goals in outpatient consultations and patient experienced level of goal concordant decision-making. Other endpoints include potential spill over of the briefing, quality of li",Yes,No,
Lung,German Clinical Trials Register,negative,Medium - one flag red,DRKS00006162,Early Palliative Care – Health services research and implementation of sustainable changes - EVI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Relevent,interventional,,,Not Recruiting,19/0,"Klinik für Pallliativmedizin, Universitätsklinikum Freiburg",2000,No,"The main goal of the EVI project is to evaluate whether early palliative care can be implemented into the everyday clinical practice of Comprehensive Cancer Centers, and if so, what conditions are necessary for it to succeed. We will consider early palliative care to be feasible if 75% of all eligible patients are referred to a palliative care physician at their center at least once within eight w",Yes,No,
Lung,Clinical Trials Information System,negative,Medium - one flag red,CTIS2022-502728-30-00, - 1438-0002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Relevent,Interventional clinical trial of medicinal product,,Human pharmacology (Phase I): Yes Therapeutic exploratory (Phase II): No Therapeutic confirmatory - (Phase III): No Therapeutic use - (Phase IV): No,Not Recruiting,14/0,Boehringer Ingelheim International GmbH,43,No,Main Objective: ;Secondary Objective: ;Primary end point(s):  | ,Yes,No,
Lung,Clinical Trials Information System,negative,Medium - one flag red,CTIS2023-507529-41-00, - MK-1084-005                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Relevent,Interventional clinical trial of medicinal product,,Human pharmacology (Phase I): Yes Therapeutic exploratory (Phase II): No Therapeutic confirmatory - (Phase III): No Therapeutic use - (Phase IV): No,Not Recruiting,18/0,Merck Sharp & Dohme LLC,27,No,Main Objective: ;Secondary Objective: ;Primary end point(s):  | ,Yes,No,
Lung,EU Clinical Trials Register,negative,Medium - one flag red,EUCTR2018-004888-31-SE,Long-Term Follow-Up (LTFU) of Participants Treated with GSK Adoptive Cell Therapies - Adoptive cell therapy LTFU study                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Relevent,Interventional clinical trial of medicinal product,,"Human pharmacology (Phase I): yes
Therapeutic exploratory (Phase II): no
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Not Recruiting,15/0,Adaptimmune LLC,171,No,Main Objective: To monitor participants for delayed AEs associated with administration of autologous cells that have been genetically modified;Secondary Objective: - To monitor Replication Competent Lentivirus (RCL)<br>- To measure persistence of genetically modified T cells in the body<br>- Assess the pattern of vector integration sites if at least 1% of cells in the surrogate sample are positive,Yes,No,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT02642107,Individualized Elective Neck Irradiation Based on MRI in NPC Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),PHASE3,COMPLETED,2016,OTHER,446,Yes,"Regional relapse-free survival The regional relapse-free survival rate will be estimated using Kaplan-Meier method for each arm from the date of randomization to the date of nodal relapse or death from any cause, whichever occurred first. Their differences will be compared between treatment arms using the log-rank test. | Radiation-related toxicity Acute and late toxicity will be documented accord",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT06309225,Dose Adjusted Chemoradiotherapy in HPV-Associated Oropharynx Cancer of the Elderly,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Neuropsychological (domain),NA,RECRUITING,2025,OTHER,20,No,"Two-year progression free survival Assuming the primary endpoint (non-inferior 2 year locoregional control) is met and both of these toxicity outcome goals are met, then concurrent short course radiotherapy would be considered an effective and less toxic alternative to concurrent standard arm, in locally advanced HPV-associated carcinoma of the oropharynx. | Benefit and Tolerance of Treatment Frai",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT06521697,Effects of Minimal-Flow Sevoflurane and Multimodal Analgesia in Head and Neck Cancer Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),PHASE4,NOT_YET_RECRUITING,2024,OTHER,60,Yes,"Sevoflurane usage (mL/h) Volatile anesthetic consumption hourly | Renal function Changes in renal function (serum renin, AVP levels, urine KIM-1, NGAL levels) | Acute kidney injury Incidence of acute kidney injury | Hemodynamic stability_1 Hemodynamic stability, present as heart rate fluctuation | Hemodynamic stability_2 Hemodynamic stability, present as blood pressure fluctuation | Hemodynamic st",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT03047174,Radiotherapy Related Skin Toxicity: Mepitel® vs. Standard Care in Patients With Locally Advanced Head-and-Neck Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,COMPLETED,2017,OTHER,57,Yes,"Number of Participants With Grade ≥2 Radiation Dermatitis at 50 Gy (Per Protocol Set) Radiation dermatitis has been assessed according to the Common Terminology Criteria for Adverse Events (CTCAE), version 4.03. | Number of Participants With Grade ≥2 Radiation Dermatitis at 60 Gy (Per Protocol Set) Radiation dermatitis has been assessed according to the Common Terminology Criteria for Adverse Even",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT02552966,Assessing the Impacts of a UESAD on Laryngeal Symptoms and Salivary Pepsin,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),IQ (domain),NA,COMPLETED,2015,OTHER,20,No,"Salivary Pepsin Concentration Average salivary pepsin concentration | RSI Score Respiratory symptom index (RSI) score. Values between 0 and 45. Higher value is associated with increased symptom severity. | GerdQ Score GERDQ score. Scale of 0-12, higher score indicates increased symptom severity. | NGSSIQ Score NGSSI questionnaire score",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04818099,Vortioxetine in the Treatment of Depression Associated With Head and Neck Cancers Undergoing Radiotherapy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),TMT; Digit Symbol; Cognitive Function (domain); Processing Speed (domain); Executive Function (domain); Learning & Memory (domain),PHASE3,UNKNOWN,2020,OTHER,208,Yes,"Change From Baseline to Week 8 in the MADRS Total Score MADRS is a 10-item clinician rated scale to measure overall severity of depressive symptoms with a total possible score range from 0 to 60. Higher scores indicate greater severity of symptoms. | Change From Baseline to Week 8 in the Digit Symbol Substitution Test (DSST) The DSST assesses relative contributions of speed, memory, executive func",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT07712120,Brief Clinical Psychological Intervention With Biofeedback in Head and Neck Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,RECRUITING,2025,OTHER,58,Yes,"Changes in post traumatic symptoms after the surgery Changes in post traumatic symptoms

* Total score. Range: 0-88. Higher scores mean a worse outcome.
* Hyperarousal subscale. Range: 0-4. Higher scores mean a worse outcome.
* Avoidance subscale. Range: 0-4. Higher scores mean a worse outcome.
* Intrusion subscale. Range: 0-4. Higher scores mean a worse outcome | Changes in Body Image after a spe",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04733495,Group-Mediated Cognitive Behavioral Resistance Exercise Intervention in Head and Neck Cancer Patients Undergoing Chemoradiation Treatment,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),WAIS/WMS,NA,COMPLETED,2021,OTHER,20,No,"Recruitment rates Number of patients agreed to participate by signing the informed consent | Adherence of Intervention Adherence will be defined via session attendance and compliance with the prescribed sets, repetitions, and loads of the RE prescription as assessed using exercise logs, upon which participants will record all exercise performed at the center or independently.. | Adherence of Inter",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT07656025,Efficacy and Mechanism of 'Yanjiu Needle' for Pharyngeal Dysphagia Based on sEMG Features,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Neuropsychological (domain),NA,NOT_YET_RECRUITING,2026,OTHER,100,Yes,"Functional Oral Intake Scale The Functional Oral Intake Scale (FOIS) is a clinical tool used to assess a patient's oral feeding ability, particularly in individuals with dysphagia or those requiring monitoring of swallowing and feeding function. The FOIS classifies oral intake into seven levels, ranging from Level 1 (nothing by mouth) to Level 7 (total oral diet with no restrictions). Higher score",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT07044414,Effectiveness of Manual Acupuncture for Head and Neck Cancer Patients Undergoing Chemoradiation,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,COMPLETED,2025,OTHER,34,Yes,Leukocyte Count Leukocyte count (cells/µL) will be measured through laboratory tests to evaluate changes in white blood cell levels. | Absolute Neutrophil Count (ANC) ANC (cells/µL) will be measured to assess neutrophil recovery and myelosuppression status. | Visual Analogue Scale - Fatigue (VAS-F) Cancer-related fatigue will be assessed using the VAS-F scale ranging from 0 (no fatigue) to 10 (wor,Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT03020329,Induction Chemotherapy in Young Patients With Locoregionally Advanced Nasopharyngeal Carcinoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),IQ (domain),PHASE2,UNKNOWN,2016,OTHER,37,No,"Complete Response (CR) CR assessed by independent reviewers, according to the Modified Response Evaluation Criteria in Solid Tumors (RECIST) from the National Cancer Institute (NCI). Disease response evaluated after the completion of the chemoradiotherapy treatment. Complete response defined as the complete disappearance of the target and non-target lesion(s) identified at baseline after radiologi",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT03909256,NUTRI-HAB - Posttreatment Rehabilitation of Nutrition Impact Symptoms in Head and Neck Cancer Survivors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,COMPLETED,2019,OTHER,71,Yes,Percentage change in body weight from baseline to follow up Body weight will be measured with a calibrated scale at baseline and at follow up. Measurements will be performed by trained health professionals and standardised protocols will be followed. The change in percent will be calculated for each individual participant and be used as the primary outcome. | Change in health-related quality of li,Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04936841,Bempegaldesleukin (NKTR-214) With Radiation and Anti-PD-1 Immunotherapy for Head and Neck Squamous Cell Carcinoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),PHASE2,TERMINATED,2021,OTHER,5,No,"Objective Response Rate (ORR) ORR is the percentage of participants whose cancer shrinks or disappears after treatment. ORR will include confirmed complete response (CR) + confirmed partial response (PR) and will be determined as per RECIST1.1, by investigator assessment. | Number of Participants With Adverse Events Greater Than or Equal to Grade 3 Toxicities ≥ Grade 3 is defined by the NCI Common",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04569097,Novel Pharyngeal Metrics to Predict Dysphagia Outcomes,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),WISC,NA,COMPLETED,2021,FED,227,Yes,"pHRM Pressure Change (Pharyngeal) Will assess the change in pressure by pharyngeal high resolution manometry over the time frame. The primary measure of interest is Integral Pressure during the 10 mL swallow at the tongue base. This is measured in two forms:

1\. Pharyngeal Contractile Integral (PhCI): range is between 100 and 600 mmHg·s·cm ; 2. Mesopharyngeal Max Pressure (tongue base): range is ",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT07235826,Evaluation of the Efficacy of Streptococcus Salivarius Evol12® in the Reduction of Recurrent Adenotonsillitis in Children,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),WISC,NA,COMPLETED,2025,OTHER,216,Yes,"Reduction in recurrence of acute febrile adenotonsillitis Number of febrile adenotonsillitis episodes occurring during the 6-month study period. Outcomes will be assessed using the Wisconsin Upper Respiratory Symptom Survey for Kids (WURSS-K), completed during each febrile episode to record symptom severity and quality of life. | Reduction in duration of acute febrile adenotonsillitis episodes Dur",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04257968,Long Term Complications in Head and Neck Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Neuropsychological (domain); Cognitive Function (domain); Cognitive Domain; Memory Complaint (domain),NA,UNKNOWN,2020,OTHER,40,No,"Intima Media Thickness (mm) Intima Media thickness in mm on ultrasonography in the irradiated versus the non irradiated carotid artery | Carotid wall elastography Carotid wall elastography on ultrasonography in the irradiated versus the non-irradiated artery:

distense coëfficiënt, pulse wave velocity (PWV) (during diastole and systole) and shear wave velocity (SWV) (2-8 moments during heartbeat) ",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT07562100,Develop and Evaluate An Artificial Intelligence Assisted Prehabilitation Program for Returning to Work and Cost-effectiveness Analysis in Patients With Oral Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,RECRUITING,2024,OTHER_GOV,650,Yes,"Returning to work (RTW) A self-designed structured Employment status with one item collecting patients working status of ""not employed"", ""part-time"", or ""full-time"". | Change of the level of symptom severity on Symptom Severity Scale (SSS) questionnaire The Symptom Severity Scale (SSS): This scale is used to assess the severity of symptoms in cancer patients, demonstrating good validity through te",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04554667,Heavy Lifting Strength Training in Head and Neck Cancer Survivors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),WAIS/WMS,PHASE1,COMPLETED,2020,OTHER,9,No,"Recruitment Rate Recruitment rate (with reasons for refusal).

Recruitment minimum: 15 participants Recruitment maximum: 20 participants Higher number= better and more data | Muscular Strength Change in muscular strength from baseline to postintervention with be assessed using maximal strength tests.

Minimum: none Maximum: none Higher score= better strength | Program Adherence Program adherence m",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT03194074,Early Cognitive Function in Elderly Patients After Laser Laryngeal Surgery: Des vs Prop,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),MMSE; Cognitive Impairment (domain),PHASE4,UNKNOWN,2017,OTHER,70,Yes,Change of Mini-Mental State (MMS) test score Change of 30-point questionnaire that is used to measure cognitive impairment before and after surgery | Change of Mini-Mental State (MMS) test score Change of 30-point questionnaire that is used to measure cognitive impairment before and after surgery | Change of Mini-Mental State (MMS) test score Change of 30-point questionnaire that is used to measur,Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT01687413,"Post Operative Adjuvant Therapy De-intensification Trial for Human Papillomavirus-related, p16+ Oropharynx Cancer",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),PHASE3,TERMINATED,2013,OTHER,42,Yes,Number of Participants With Disease-free Survival (DFS)  | Locoregional Control Rate of patients with no recurrence at original oropharyngeal site or in the neck nodal basins. | Rate of Distant Metastasis Assessed by biopsy or imaging-detected recurrent disease at sites away from the original primary and cervical zone. | Disease Specific Survival  | Number of Complications/Acute Toxicity by Organ ,Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT04082793,Photobiomodulation and Sonophoresis Improving Jaw Mobility and Quality of Life Among Head and Neck Cancer Survivors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),Cognitive Function (domain),NA,UNKNOWN,2020,OTHER,48,Yes,"Algometer Algometer is a digital calibrated outcome measure, measures the pain pressure threshold. | Core measure Questionnaire-C30 (QLQ-C30) The questionnaire are designed to measure physical, social and psychological functions of patients with cancer. The questionnaire contains physical, social, emotional and cognitive functioning multi item scales and 9 single items. These items are pain, fatig",Yes,Yes,
HeadNeck,ClinicalTrials.gov,candidate,Easy - both flags green,NCT02128906,Radiotherapy With Cisplatin vs. Docetaxel-cetuximab in HNSCC: ERCC1 Biomarker Enrichment and Interaction Design,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),FACT-Cog; Cognitive Function (domain); Cognitive Impairment (domain),PHASE2,RECRUITING,2013,OTHER,120,Yes,"Time To Progression (TTP) Time To Progression is the duration of time from date of study entry until the first appearance of new metastatic lesions or objective tumor progression in patients with increased tumoral ERCC1 expression. Progression is defined per RECIST v1.1 as at least a 20% increase in the sum of diameters of target lesions, taking as reference the smallest sum on study (this include",Yes,Yes,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT03584503,Effect of Use of Endotracheal Tube With Subglottic Suction in Rhinoplasty,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2018,OTHER,132,Yes,"Incidence of laryngospasm While the presence of findings such as apnea (an apneic event was counted by either documentation of apnea by nursing notes through visual observation or documented pauses ≥15 s), desaturation (peripheral oxygen saturation \<85%) and inspiratory stridor (Stridor is a harsh, vibratory sound of variable pitch caused by partial obstruction of the respiratory passages that re",Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT00002659,Cisplatin Plus Epinephrine in Treating Patients With Recurrent or Refractory Head and Neck Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,UNKNOWN,1995,INDUSTRY,120,Yes,,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT00022373,Iseganan Hydrochloride in Preventing Oral Mucositis in Patients Who Are Undergoing Radiation Therapy for Head and Neck Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,UNKNOWN,2000,NIH,,No,,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT03997643,Preservation of Swallowing in Respected Oral Cavity Squamous Cell Carcinoma: Examining Radiation Volume Effects (PRESERVE): A Randomized Trial,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2019,OTHER,90,Yes,Regional failure in the pN0 hemi-neck (s) Rate of relapse in the pN0 neck in Arm 2 compared to historical controls | Swallowing Quality of life Assessed with the MD Anderson Dysphagia Inventory (MDADI) scale | Swallowing Quality of life Assessed with the EORTC QLQ-C30 scale | Swallowing Quality of life Assessed with the EORTC QLQ H\&N 35 scale | Health Status Quality of life Assessed with the EORT,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT02170454,Effect of Pharyngeal Inhibition by rTMS on Swallowing Function,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2008,OTHER,10,Yes,pharyngeal pressure Swallowing function will be studied before and after rTMS with videomanometry | swallowing time Swallowing function will be studied before and after rTMS with videomanometry,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT00077051,Cytochlor and Tetrahydrouridine as Radiosensitizers and Cisplatin Combined With Radiation Therapy in Treating Patients With Advanced Squamous Cell Carcinoma of the Oral Cavity (Mouth) or Oropharynx (Throat),Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2004,OTHER,1,No,,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT06223568,Phase II Trial of Neoadjuvant Chemotherapy (NAC) Alone or in Combination With Immunotherapy Vaccine PRGN-2009 in Subjects With Newly Diagnosed HPV-Associated Oropharyngeal (Head and Neck) Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2024,NIH,70,Yes,Determine the rate of pCR with NAC (DC) alone or in combination with PRGN-2009 (DCP) in participants with newly diagnosed HPV-associated OPSCC The pCR rates will be determined on each arm and will be reported along with a 95% confidence interval. The two rates will be compared using a one-sided Fisher s exact test. | Determine the toxicity observed with DC and DCP Safety will be evaluated by deter,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT04673981,Neurosensorial Disorder and Pain in Oral Cavity and Oropharynx Cancer Traited Patients (OCAPA),Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,RECRUITING,2020,OTHER,120,No,hypoesthesia on surgical site using a brush and Von Frey Filament The measure is a binary measure (positive or negative) | anaesthesia on surgical site using a brush and Von Frey Filament The measure is a binary measure (positive or negative) | allodynia on surgical site The measure is a binary measure (positive or negative) by clinical examination | Evaluation of the characteristics of the pain b,Yes,No,
HeadNeck,ClinicalTrials.gov,negative,Easy - both flags green,NCT02135042,Individualized Treatment Treating Patients With Stage II-IVB Nasopharyngeal Cancer Based on EBV DNA,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,2014,OTHER,685,Yes,Overall survival (OS) (Undetectable Plasma EBV DNA Cohort Phase III) Estimated using the Kaplan-Meier method for each arm. Their distributions will be compared between treatment arms with a 1-sided log rank test. The confidence interval approach will be used for the final analysis of OS. | Progression-free survival (PFS) (Detectable Plasma EBV DNA Cohort Phase II) Estimated using the Kaplan-Meier ,Yes,No,
